Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.514,46.441,48.206,49.79,51.195,52.42,53.47,54.353,55.082,55.679,56.172,56.592,56.974,57.347,57.732,58.137,58.558,58.975,59.375,59.754,60.105,60.42,60.703,60.967,61.229,61.525,61.895,62.361,62.926,63.581,64.295,65.024,65.72,66.348,66.894,67.358,67.761,68.135,68.507,68.883,69.259,69.625,69.967,70.276,70.556,70.816,71.071,71.335,71.617,71.918,72.235,72.559,72.877,73.179,73.46,73.719,73.956,74.178,74.39,74.594
Gabon,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,35.97,36.255,36.798,37.287,37.722,38.106,38.442,38.74,39.012,39.284,39.584,39.942,40.387,40.937,41.597,42.356,43.195,44.075,44.964,45.841,46.691,47.504,48.289,49.054,49.802,50.541,51.284,52.04,52.816,53.612,54.433,55.283,56.151,57.017,57.86,58.652,59.364,59.977,60.479,60.862,61.129,61.29,61.371,61.39,61.359,61.271,61.111,60.875,60.574,60.236,59.9,59.609,59.4,59.297,59.316,59.461,59.722,60.066,60.46,60.885
Gambia. The,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,,32.725,32.909,33.277,33.645,34.013,34.38,34.747,35.114,35.481,35.85,36.221,36.595,36.976,37.365,37.766,38.182,38.615,39.068,39.54,40.034,40.55,41.091,41.653,42.233,42.827,43.433,44.048,44.668,45.287,45.899,46.499,47.083,47.651,48.197,48.72,49.213,49.673,50.101,50.497,50.865,51.205,51.521,51.818,52.1,52.373,52.64,52.903,53.163,53.42,53.675,53.928,54.176,54.418,54.655,54.891,55.132,55.386,55.658,55.949,56.26
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.799,60,60.401,60.802,61.202,61.602,62.003,62.403,62.805,63.208,63.614,64.024,64.437,64.852,65.265,65.67,66.061,66.434,66.786,67.118,67.436,67.751,68.068,68.389,68.706,69.002,69.254,69.449,69.579,69.652,69.686,69.706,69.741,69.807,69.909,70.04,70.18,70.308,70.406,70.473,70.514,70.54,70.569,70.614,70.679,70.768,70.878,71.001,71.128,71.252,71.362,71.447,71.503,71.533,71.544,71.55,71.572,71.626,71.721,71.861
Germany,38.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37,,,,,,,,,,39.44,,,,,,,,,,42.38,,,,,,,,,,45.45,,,,,,49,,,,40.52,,,,,,,,,,57.42,,,,,,,,,,61.5,,,,62.59986474,62.2597385,62.19309964,59.63596032,57.76332507,52.65653291,46.125,60.51136,,,,66.776,66.963,67.332,67.687,68.03,68.361,68.678,68.982,69.27,69.539,69.787,70.011,70.207,70.375,70.515,70.624,70.698,70.744,70.771,70.792,70.826,70.895,71.01,71.177,71.399,71.667,71.97,72.287,72.601,72.901,73.18,73.434,73.671,73.895,74.111,74.324,74.541,74.766,75.003,75.25,75.39,75.61,76.07,76.15,76.47,76.66,76.9,77.35,77.7,77.94,78.21,78.58,78.67,78.75,79.34,79.48,79.81,79.98,80.06,80.081
Ghana,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,42.81,42.994,43.356,43.706,44.044,44.371,44.685,44.988,45.279,45.559,45.829,46.09,46.346,46.601,46.861,47.135,47.431,47.753,48.102,48.481,48.888,49.321,49.773,50.233,50.693,51.143,51.573,51.978,52.356,52.709,53.033,53.33,53.607,53.881,54.166,54.493,54.898,55.392,55.966,56.597,57.244,57.854,58.376,58.768,59.011,59.094,59.02,58.828,58.561,58.246,57.908,57.567,57.239,56.943,56.701,56.539,56.474,56.505,56.624,56.826
Greece,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,,37.1,,,,,37.7,,,,,38.5,,,,,39.4,,,,,40.4,,,,,41.2,,,,,,,,,,,,,44.65192,,45.2,,,,,48.2,46.17488,49.9684,,,50.5,,,,,52.8,,,54.33568,,,,,,,,,,64.971,65.201,65.653,66.09,66.511,66.917,67.307,67.682,68.043,68.39,68.726,69.051,69.368,69.677,69.981,70.28,70.573,70.859,71.138,71.412,71.681,71.946,72.207,72.467,72.728,72.994,73.268,73.551,73.844,74.146,74.455,74.773,75.094,75.413,75.725,76.022,76.303,76.561,76.794,76.996,77.154,77.257,77.305,77.307,77.275,77.23,77.199,77.203,77.257,77.366,77.53,77.738,77.97,78.207,78.441,78.666,78.882,79.092,79.299,79.5
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.443,62.49,62.584,62.679,62.775,62.871,62.968,63.066,63.164,63.262,63.361,63.459,63.558,63.656,63.753,63.85,63.947,64.044,64.141,64.239,64.336,64.432,64.528,64.622,64.715,64.803,64.88,64.946,65.008,65.074,65.156,65.266,65.415,65.616,65.878,66.217,66.646,67.161,67.746,68.383,69.044,69.696,70.313,70.874,71.369,71.799,72.177,72.526,72.867,73.203,73.534,73.855,74.154,74.427,74.673,74.894,75.093,75.278,75.454,75.624
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.061,54.716,55.987,57.184,58.307,59.355,60.326,61.22,62.033,62.76,63.396,63.938,64.388,64.754,65.054,65.311,65.552,65.798,66.069,66.377,66.725,67.108,67.51,67.918,68.331,68.758,69.211,69.695,70.207,70.737,71.26,71.744,72.169,72.527,72.823,73.076,73.321,73.591,73.907,74.275,74.687,75.121,75.55,75.949,76.308,76.626,76.907,77.165,77.409,77.644,77.868,78.078,78.27,78.444,78.601,78.746,78.882,79.014,79.147,79.283
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.979,56.227,56.725,57.228,57.735,58.246,58.761,59.279,59.8,60.321,60.84,61.355,61.863,62.362,62.85,63.326,63.791,64.245,64.689,65.124,65.548,65.962,66.363,66.752,67.13,67.496,67.851,68.196,68.532,68.859,69.176,69.484,69.781,70.069,70.347,70.617,70.88,71.138,71.391,71.641,71.886,72.126,72.359,72.586,72.807,73.024,73.238,73.451,73.664,73.877,74.088,74.297,74.501,74.698,74.889,75.072,75.25,75.422,75.591,75.756
Guatemala,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.81936,,,,,,,,,,,,,25.8,,,,,,30.35248,,,,,,,,,,41.361,41.515,41.838,42.193,42.581,43.001,43.452,43.934,44.444,44.979,45.534,46.106,46.69,47.284,47.887,48.508,49.16,49.847,50.567,51.308,52.05,52.771,53.449,54.07,54.631,55.13,55.576,55.99,56.391,56.791,57.204,57.636,58.089,58.562,59.057,59.571,60.099,60.635,61.171,61.705,62.239,62.774,63.313,63.858,64.408,64.965,65.529,66.097,66.662,67.215,67.741,68.225,68.658,69.037,69.362,69.641,69.884,70.107,70.325,70.546
Guinea,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,34.622,34.694,34.842,35.002,35.171,35.352,35.544,35.746,35.959,36.182,36.415,36.659,36.912,37.174,37.445,37.721,37.998,38.277,38.559,38.849,39.156,39.489,39.855,40.257,40.692,41.155,41.635,42.12,42.602,43.075,43.536,43.985,44.429,44.873,45.32,45.777,46.248,46.736,47.239,47.754,48.274,48.786,49.284,49.764,50.229,50.688,51.154,51.64,52.154,52.698,53.268,53.859,54.457,55.052,55.637,56.208,56.763,57.305,57.835,58.354
Guinea-Bissau,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,31.972,32.103,32.367,32.631,32.897,33.164,33.433,33.702,33.972,34.243,34.514,34.785,35.056,35.326,35.595,35.864,36.132,36.4,36.668,36.936,37.2,37.458,37.707,37.952,38.197,38.452,38.73,39.038,39.381,39.758,40.171,40.617,41.084,41.557,42.021,42.456,42.841,43.167,43.434,43.645,43.812,43.955,44.098,44.259,44.445,44.659,44.894,45.136,45.375,45.609,45.836,46.053,46.267,46.484,46.708,46.949,47.216,47.512,47.84,48.197
Guyana,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.12,,,,,,,,,,34.6224,,,,,,,,,41.4224,,,,,,,,,,,,,,,,50.65224,,,,51.32,51.565,52.058,52.555,53.057,53.563,54.073,54.586,55.099,55.612,56.12,56.618,57.101,57.562,57.994,58.387,58.733,59.031,59.283,59.492,59.666,59.815,59.951,60.082,60.213,60.341,60.462,60.568,60.656,60.731,60.801,60.876,60.967,61.077,61.21,61.362,61.528,61.7,61.866,62.021,62.151,62.246,62.305,62.336,62.351,62.369,62.414,62.504,62.657,62.881,63.18,63.554,63.986,64.458,64.956,65.467,65.978,66.481,66.968,67.434
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.271,36.603,37.262,37.91,38.548,39.175,39.792,40.4,40.998,41.59,42.176,42.757,43.334,43.904,44.464,45.003,45.513,45.988,46.425,46.828,47.203,47.563,47.92,48.281,48.65,49.02,49.38,49.72,50.037,50.336,50.628,50.929,51.254,51.614,52.013,52.452,52.925,53.42,53.926,54.435,54.947,55.463,55.984,56.505,57.016,57.499,57.934,58.312,58.63,58.895,59.123,59.339,59.567,59.822,60.107,60.414,60.721,61.009,61.262,61.483
Honduras,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,,,,,,,,,40.938,41.149,41.591,42.068,42.581,43.129,43.712,44.326,44.968,45.629,46.301,46.974,47.639,48.287,48.915,49.522,50.108,50.683,51.258,51.837,52.428,53.037,53.666,54.318,54.993,55.691,56.413,57.152,57.904,58.664,59.435,60.22,61.019,61.823,62.62,63.392,64.116,64.779,65.375,65.906,66.381,66.819,67.241,67.665,68.092,68.521,68.939,69.332,69.688,70.008,70.294,70.555,70.8,71.04,71.278,71.515,71.75,71.979,72.198,72.408
Hong Kong. China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.224,59.677,60.564,61.413,62.224,62.997,63.733,64.431,65.093,65.72,66.315,66.879,67.416,67.929,68.422,68.898,69.359,69.805,70.237,70.655,71.059,71.443,71.809,72.156,72.488,72.816,73.151,73.498,73.858,74.227,74.588,74.919,75.207,75.447,75.644,75.817,75.991,76.194,76.442,76.743,77.096,77.489,77.901,78.314,78.718,79.107,79.48,79.841,80.19,80.523,80.833,81.114,81.363,81.58,81.766,81.924,82.06,82.18,82.293,82.403
Hungary,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,37.33592,,,,,,,,,,39.75808,,,,,,,,,,42.05504,,,,,,,,,,50.2128,,,,,,,,,,,56.55552,,,,,,,,61.29056,62.07,62.46,64.03,63.87,65.43,66.88,66.04,66.41,67.42,67.32,68.09,69.02,67.96,68.98,69.48,69.17,69.93,69.5,69.33,69.4,69.24,69.13,69.76,69.63,69.35,69.4,69.69,69.95,69.49,69.7,69.11,69.17,69.39,68.95,68.99,68.93,69.14,69.61,70,69.44,69.41,69.46,69.21,69.25,69.68,70.08,70.67,71.07,71,71.14,71.86,72.49,72.61,72.63,73.04,72.99,73.45,73.45,73.48,73.673
Iceland,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,27.95,31.97,40.22,40.13,25.39,42.9,41.35,18.31,32.94,41.39,37.14,36.61,30.01,42.1,48.6,43.14,38.15,42.34,39.49,34.84,29.67,19.76,27.09,26.96,35.11,34.81,34.21,27.2,37.54,34.64,28.03,38.37,35.02,25.15,36.61,39.62,36.54,40.25,44.64,41.61,39.52,42.32,35.82,17.74,30.27,42.19,45.46,44.97,40.6,46.8,52.47,36.58,47.49,52.73,52.58,44.79,52.52,53.22,48.52,44.2,49.79,46.64,52.98,50.52,48.84,52.66,49.51,53.58,49.74,45.79,52.36,52.67,55.47,56,58.95,51.92,53.66,54.53,59.02,51.07,58.49,54.58,54.21,56.95,57.67,54,58.23,60.79,58.12,61.81,60.55,60.23,60.83,62.16,63.02,63.37,59.49,62.75,63.52,65.09,65.99,65.79,63.18,64.12,65.22,66.8,67.53,68.56,69.39,70.17,71.44,71.01,71.05,72.49,72.31,73.36,73.3,72.98,73.47,73.43,72.66,74.09,73.47,73.68,72.98,73.57,73.84,73.23,73.73,73.94,73.71,73.81,73.55,74.46,74.31,74.37,75.35,76.71,76.11,76.42,76.63,76.66,76.35,76.99,76.63,77.43,77.56,78.09,77.23,77.08,78.15,77.98,77.94,78.77,78.98,79.24,78.04,78.84,78.95,79.67,79.46,79.72,80.64,80.5,81.06,80.95,81.43,81.12,81.31,81.846,81.95
India,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4424,,,,,,,,,,24.2664,,,,,,,,,,23.4856,,,,23.98,,,,,,23.1464,,,,24.02,,,,,,24.8584,,,,27.61,,,,,,29.3144,,,,30.95,,,,,,32.5928,,,,35.03,,,,,36.798,37.08,37.647,38.221,38.801,39.389,39.984,40.585,41.194,41.811,42.435,43.067,43.707,44.352,45.002,45.652,46.297,46.935,47.567,48.193,48.824,49.472,50.143,50.834,51.538,52.238,52.915,53.551,54.13,54.649,55.107,55.511,55.878,56.221,56.548,56.86,57.157,57.435,57.697,57.947,58.195,58.449,58.716,59,59.301,59.619,59.949,60.283,60.613,60.939,61.255,61.561,61.859,62.153,62.445,62.738,63.04,63.352,63.675,64.009
Indonesia,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,32.5,,,,,35,,,,,27.5,,,,,27.5,,,36.497,36.742,37.231,37.717,38.2,38.682,39.162,39.644,40.131,40.63,41.148,41.692,42.269,42.882,43.528,44.201,44.888,45.577,46.259,46.931,47.593,48.25,48.911,49.583,50.265,50.957,51.652,52.348,53.041,53.734,54.437,55.162,55.916,56.697,57.494,58.288,59.051,59.764,60.416,61.009,61.558,62.087,62.626,63.191,63.789,64.415,65.055,65.688,66.295,66.869,67.406,67.909,68.385,68.841,69.278,69.697,70.096,70.474,70.832,71.171
Iran. Islamic Rep.,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,,,,,,,,43.858,44.121,44.636,45.132,45.607,46.063,46.501,46.925,47.341,47.759,48.19,48.645,49.137,49.671,50.244,50.851,51.478,52.109,52.727,53.326,53.902,54.456,54.994,55.521,56.035,56.529,56.991,57.419,57.818,58.2,58.589,59.012,59.49,60.031,60.634,61.288,61.971,62.655,63.314,63.936,64.515,65.051,65.557,66.044,66.512,66.965,67.404,67.829,68.239,68.634,69.013,69.372,69.712,70.032,70.333,70.618,70.89,71.152,71.408,71.66
Iraq,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,,,,,,,,,40.043,40.622,41.769,42.893,43.995,45.075,46.132,47.167,48.179,49.168,50.133,51.074,51.989,52.874,53.726,54.542,55.32,56.057,56.749,57.392,57.978,58.499,58.954,59.346,59.682,59.967,60.209,60.42,60.614,60.805,61.001,61.206,61.423,61.658,61.919,62.214,62.543,62.911,63.325,63.794,64.357,65.056,65.896,66.851,67.876,68.89,69.804,70.538,71.038,71.278,71.237,70.92,70.401,69.77,69.1,68.495,68.06,67.84,67.855,68.101
Ireland,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,25,30,20.55,20,35,37.7,,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,,,,,,,,,53.8,,,,,,,,,,,,,,,57.6,,,,,,,,,,58.9,,,,,60,,,,,61.4,,,,65.61,64.78,67.2,67.96,68.07,68.06,69.01,69.06,69.36,69.49,70.23,69.69,69.99,70.24,70.49,70.69,70.2,71.24,70.93,70.85,70.89,71.68,71.02,71.24,71.18,71.76,71.86,72,71.98,72.25,72.6,72.96,73.23,73.26,73.71,73.65,73.72,74.52,74.55,74.58,74.98,75.14,75.54,75.4,75.91,75.58,75.94,76.08,76.3,76.2,76.66,77.24,77.73,78.24,78.64,79.4,79.73,79.655,79.94,80.162
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.172,64.498,65.128,65.716,66.26,66.763,67.223,67.644,68.027,68.378,68.703,69.007,69.297,69.579,69.855,70.123,70.374,70.604,70.812,71.003,71.185,71.372,71.572,71.794,72.039,72.308,72.597,72.895,73.194,73.489,73.774,74.046,74.306,74.82,75.11,75.44,75.27,75.65,76.01,76.61,77.08,76.93,76.8,77.39,77.64,77.62,78.23,78.12,78.29,78.57,78.75,79.16,79.15,79.5,79.96,80.02,80.37,80.46,80.836,80.999
Italy,29.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,31.6,31.75,31.31,33.6,34.88,34.32,33.95,32.74,34.2,34.29,35.18,36.6,36.83,35.1,35.97,36.92,39.05,38.5,38.46,38.84,39.79,39.91,39.61,40.7,43.29,42.33,43.67,41.66,43.52,42.99,43.15,44.43,43.94,45.09,45.45,43.19,44.67,46.75,44.77,48.98,48.46,49.89,42.34,39.27,37.69,25.62,42.1,45.51,49.25,50.01,51.45,51.51,51.31,50.96,52.58,52.67,52.29,55.2,54.78,54.77,56.29,56.86,56.22,56.75,55.49,56.13,57.64,56.95,54.62,52.45,49.19,52.34,54.78,58.97,61.18,63.45,64.11,65.77,65.31,65.94,66.58,67.9,68.25,67.64,67.81,68.87,69.32,69.21,69.85,69.24,69.35,70.4,70.27,71.02,71.06,70.88,70.9,71.66,71.91,72.19,72.13,72.85,72.76,73.11,73.48,73.83,74.16,74.12,74.51,74.98,74.8,75.56,75.67,76,76.42,76.6,77,77.06,77.07,77.44,77.72,77.93,78.19,78.52,78.82,78.92,79.32,79.73,80.01,80.25,80.33,81.19,81.18,81.59,81.111,81.236,81.344
Jamaica,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,40.1,38.1,37.2,37.8,36.9,35.5,38.6,37.6,34.3,37.3,39.2,38.6,39,37.4,37.6,37,39.1,37.6,37.8,38.1,40.4,34.6,33.6,37.6,32.4,29.5,36.8,37.3,36.7,37.9,34.4,37.5,38.2,37,35.6,31.7,26.4,36.6,35.4,30.7,37,38,38.6,38.9,40.7,39.4,41.6,43,45.3,42.7,44.2,41.6,44.4,44,44.4,47.2,45.9,48.5,47.6,49.4,49.8,50.3,49.1,49.1,51.4,50.4,51.7,53.9,56.647,57.138,58.101,59.021,59.901,60.739,61.535,62.289,62.999,63.664,64.283,64.853,65.375,65.85,66.284,66.681,67.047,67.389,67.712,68.022,68.321,68.612,68.892,69.158,69.408,69.637,69.841,70.015,70.162,70.282,70.381,70.466,70.544,70.621,70.7,70.784,70.871,70.958,71.041,71.117,71.183,71.237,71.279,71.306,71.319,71.312,71.28,71.227,71.157,71.082,71.017,70.979,70.982,71.031,71.131,71.278,71.464,71.675,71.894,72.115
Japan,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42584,,,,,36.59264,,,,,36.79944,,,,,37.03648,,,,,37.3284,,,,,37.67568,,,,,38.09784,,,,,38.6,,,,,39.22192,,,,,39.9736,,,,,40.89944,,,,,42.04432,,42.61632,,,,,45.65936,,,,,,,,48.24248,,49,,,49,,48.5,46,40,30.5368,46.5,51.75,56.89,57.76,59.3,60.99,63.03,63.37,64.61,65.77,65.63,65.5,67.12,67.51,67.8,68.45,68.73,69.81,70.28,70.33,71.14,71.43,71.75,71.98,72.07,72.89,73.42,73.48,73.91,74.41,74.81,75.38,75.7,76.21,76.19,76.6,77.11,77.14,77.54,77.84,78.26,78.67,78.58,79.01,79.04,79.31,79.36,79.5,79.91,79.76,80.46,80.69,80.77,80.75,81.35,81.7,82,82.07,82.36,82.27,82.68,82.87,82.81,82.978
Jordan,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,42.116,42.382,42.908,43.424,43.929,44.424,44.909,45.386,45.859,46.334,46.817,47.317,47.844,48.409,49.021,49.691,50.432,51.24,52.109,53.03,53.997,55.001,56.026,57.049,58.051,59.004,59.888,60.693,61.418,62.061,62.627,63.127,63.582,64.013,64.43,64.847,65.269,65.694,66.12,66.547,66.973,67.395,67.806,68.203,68.583,68.945,69.291,69.622,69.942,70.252,70.552,70.843,71.124,71.397,71.661,71.919,72.169,72.412,72.65,72.881
Kazakhstan,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,23.58,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,28.1,,,,,,,,,,30.6,,,,,,,,,,,,,,,,36.87,,,,,,,,,,,,,44.47,,,,,,,,,,,54.159,54.377,54.813,55.247,55.68,56.112,56.543,56.973,57.404,57.836,58.271,58.709,59.15,59.594,60.035,60.471,60.896,61.305,61.694,62.059,62.395,62.697,62.968,63.214,63.441,63.659,63.881,64.116,64.37,64.648,64.961,65.319,65.714,66.124,66.523,66.87,67.12,67.242,67.221,67.052,66.733,66.269,65.705,65.094,64.486,63.947,63.543,63.304,63.236,63.334,63.564,63.869,64.181,64.446,64.644,64.774,64.855,64.931,65.034,65.176
