Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5802,,,,,,,,,,,,,,,,,,,,5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500,14000,13900,14050,14400,14700,15000,15200,15450,15900,16426,16825,17295,17844,18391,18721,19066,19446,19965,20526,21103,21788,22240,22864,23330,23413,23514,23927,24412,24741,25074,25672,26255,26446,26597,26879,27238,27546,27825,28074,28796,29288,29706,30168,30549,30855,31112,31296,31539,31874,32204,32528,32842,33145,33436,33717,33987,34247,34498,,,37844
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778655,,,,,,,,,,,,,,,,,,,,778655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2553159,2561579,2583984,2593918,2597435,2614336,2641167,2651630,2672229,2717677,2764864,2810271,2850220,2886180,2922673,2959173,2996683,3033728,3068801,3101819,3137562,3177533,3213271,3245551,3276362,3305195,3333542,3361419,3386988,3410869,3435289,3462341,3491974,3523380,3555054,3587032,3619593,3653339,3673950,3681250,3694836,3702136,3700278,3689004,3679636,3673577,3668316,3664372,3661168,3658454,3654387,3645747,3633232,3620094,3607899,3596617,3585906,3575439,3565205,,,3257214
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127030,,,,,,,,,,,,,,,,,,,,127030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295587,297425,299263,301101,302939,304777,306615,308453,310291,312129,313969,316845,320750,324100,327750,331500,333895,335012,335867,337500,339174,342400,346600,350450,355050,358950,360750,361450,362100,363000,364400,365400,365718,365885,366272,367169,369019,371660,375624,377621,382966,387152,392552,398084,403756,409704,415566,421014,426495,432527,438777,444779,450786,456764,462690,468571,474413,480222,486006,,,615959
Macao. China,400,,,40000,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,13000,,,,,,,,,,,,,,,,,,,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64000,,,,,,,,,,76000,,,,,,,,,,84000,,,,,,,157000,,,,,,,,,,170000,,,375000,,,,,,,,,,205442,202367,199489,196948,194893,192684,190465,189390,188751,187499,186053,189831,198464,206989,215496,223820,231905,239773,247282,254436,261369,263565,261202,258929,256653,254331,251775,249116,248564,251368,255773,260929,270811,285451,298982,305843,312196,322983,332136,341237,351756,363858,375382,384495,393064,401452,410597,417129,421602,427618,431338,434044,437794,441487,445286,449198,453125,456989,460823,,,524356
Macedonia. FYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391865,,,,,,,,,,,,,,,,,,,,391865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224627,1255619,1271611,1299452,1325223,1340031,1339977,1344846,1344772,1353539,1366198,1381753,1401167,1422470,1444676,1469729,1489836,1511816,1532751,1553615,1574407,1596091,1617701,1639236,1661657,1684000,1706445,1727797,1747113,1768203,1792000,1808103,1823791,1831444,1837295,1844740,1850679,1856378,1858920,1863007,1861361,1867710,1889358,1917563,1935034,1954048,1971102,1984860,1995474,2004985,2014512,2023912,2030445,2035145,2040085,2045262,2050554,2055915,2061315,,,2113860
Madagascar,,,800000,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4620437,4690031,4762912,4839248,4919118,5002657,5090058,5181679,5277482,5377583,5481721,5590111,5703324,5821158,5943744,6070004,6200000,6334556,6473179,6615873,6765644,6920494,7082430,7250455,7423573,7603790,7805271,8007166,8216944,8442496,8676821,8919844,9171477,9432079,9701947,9981292,10270192,10568642,10876604,11194241,11522099,11860473,12210395,12573284,12949727,13340359,13745709,14165114,14598047,15045015,15506472,15982563,16473477,16979744,17501871,18040341,18595469,19167654,19757525,,,38139622
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737000,,,,,,,,,,970000,,,,,,,,,,1202000,,,,,1293000,,,,,1603000,,,,,,,,,,,,,,2050000,,,,,2816600,2866038,2917802,2971986,3028691,3088155,3151911,3221238,3294697,3370054,3450444,3532056,3628608,3726394,3816197,3914095,4023000,4147252,4263813,4379269,4489313,4606268,4730997,4864937,5030764,5267679,5473443,5637246,5791837,5955844,6129035,6311339,6502825,6702443,6909279,7123455,7391617,7824747,8349217,8843826,9286655,9655208,10014249,10182205,9992214,9912344,10143562,10419991,10697625,10977362,11258163,11539920,11824495,12113276,12407373,12707464,13013926,13327079,13647273,,,22030253
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287000,,,,,,,,,,,,,,,,,,,,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530000,,,,,,,,,,,,,,,,,,,,800000,,,,,,,,,,,,,,,,,,,,1585000,,,,,,,,,,2232000,2288000,2345000,2404000,2467000,2532000,2601000,2672000,2745000,2821000,2893000,2967000,3025000,3084000,3144000,3207000,3271000,3337000,3404000,3473000,3545000,3618000,3698000,3779000,3863000,3949000,4038000,4128000,4221000,4316000,4413000,4513000,4604000,4697000,4793000,4890000,4993000,5099000,5207000,5317000,5434000,5554000,5592000,5630000,5668000,5707000,5746000,5786000,5922000,6061000,6433799,6581839,6748378,6928942,7117564,7311720,7519663,7739235,7965930,8195711,8428493,8663401,8906385,9148451,9397464,9647654,9899803,10154878,10409339,10662303,10910216,11171333,11441462,11711866,11986260,12267303,12553963,12845381,13138530,13443844,13764352,14096663,14441916,14793099,15157328,15545028,15941178,16331785,16729187,17117834,17503607,17906485,18319502,18747901,19180324,19611116,20044560,20476091,20911977,21354459,21793293,22229040,22662365,23092940,23522482,23953136,24385858,24821286,25259428,,,35305588
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42378,,,,,,,,,,,,,,,,,,,,42378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000,,,,,,,,,,70000,,,,,,,,,,79000,,,,,,,,,,,,,,,82000,,,,79293,78614,77940,77273,78684,80121,81585,83075,87582,89290,92247,92793,92744,94527,94244,97769,100937,103810,107000,110810,114572,118880,122681,125665,128722,132608,136604,140721,144875,149280,153957,158926,164210,169830,175800,181749,188125,194783,201721,208931,216401,224107,232026,240147,248459,256949,265592,274366,283271,292307,301475,310764,320165,329684,339330,349106,359008,369031,379174,,,618167
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403398,,,,,,,,,,,,,,,,,,,,1403398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3687654,3762158,3838168,3915714,3994826,4075537,4157879,4241884,4327586,4415019,4504219,4595790,4690372,4788073,4889008,4993293,5101054,5212416,5327515,5446489,5569486,5696656,5828158,5964156,6104825,6250341,6400896,6491649,6578372,6672872,6774767,6883907,6998256,7116320,7238471,7365165,7496855,7634008,7777570,7927623,8083816,8247171,8416215,8591439,8774902,8967132,9172631,9384984,9605719,9834362,10072267,10321053,10580176,10848146,11126144,11415261,11716829,12031795,12360306,,,23758593
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134072,,,,,,,,,,,,,,,,,,,,134072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311973,312646,316619,317248,319787,314369,314066,318779,321940,324842,328517,328854,329011,328116,323591,319164,317482,318573,319254,322749,325569,325468,319430,321838,323524,327842,329354,332066,339786,346876,364001,363652,360222,355773,351379,347039,346625,349047,351951,355323,359107,362579,365897,370008,373606,376893,379962,382953,385608,387799,389947,391873,393515,395178,396851,398534,400214,401880,403532,,,419844
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828,,,,,,,,,,,,,,,,,,,,5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10904,11266,11640,12027,12427,12840,13267,13707,14163,14634,15120,15622,16142,16678,17232,17805,18397,19008,19870,20772,21714,22699,23729,24806,25645,26423,27224,28050,28901,29778,30681,32267,33621,35121,36648,38240,39903,41636,43446,44643,45830,46856,47681,48409,49056,49640,50194,50828,51552,52289,53064,53995,55147,56429,57738,59071,60422,61782,63139,,,88086
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84039,,,,,,,,,,,,,,,,,,,,84039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216618,221631,226688,232524,239131,245815,252779,260147,267402,274591,281802,288810,295486,301371,306529,311445,315759,319163,322092,324121,325484,327676,330290,332137,333474,334654,335492,336148,336888,337943,339365,340940,342583,345978,349558,353188,356886,360841,365013,369305,373565,377676,381739,385826,389926,394021,398129,402265,406394,410487,414516,418454,422277,425966,429510,432900,436131,439202,442119,,,486714
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382696,,,,,,,,,,,,,,,,,,,,382696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005595,1013753,1022556,1032021,1042164,1053003,1064559,1076852,1089905,1103409,1117376,1131821,1146757,1162199,1178277,1195012,1212426,1230542,1249383,1269000,1289420,1310672,1332786,1355793,1379655,1404403,1430069,1456688,1485467,1516462,1549589,1584814,1622136,1661573,1703154,1746923,1792933,1841240,1891894,1937201,1984449,2041306,2119465,2205240,2279436,2341749,2388865,2444741,2515309,2590516,2667859,2747312,2828858,2912584,2998563,3086859,3177388,3270065,3364940,,,5941909
Mauritius,,,,,,,,,,,,29500,,,,,,,,,,,,,,,,,,,,,,,,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181000,,,,,,,,,,,320000,,,,,,,,,,330000,,,,,,,,,,360000,,,,,,,,,,371000,,,,,,,,,,371000,,,,,,,,,,369000,,,,,,,,,,376000,,,,,,,,,,393000,,,,,,,,,,,,,419000,,,,,,481270,498593,516556,536057,553977,571669,591764,609816,627660,645313,663229,681284,701016,715140,736182,755528,774160,789309,804177,816027,829511,841079,851334,861239,873292,885461,897811,913025,929367,946640,963701,979050,992040,1002175,1012005,1021710,1032333,1042663,1052336,1062525,1073507,1084777,1096202,1107490,1117988,1128608,1139491,1149818,1159654,1169325,1179368,1189825,1200206,1210447,1220481,1230602,1240827,1250882,1260781,,,1433282
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8219,,,,,,,,,,,,,,,,,,,,8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21597,22099,22620,23161,23723,24307,24913,25543,26197,26876,27579,28308,29065,29849,30663,31507,32383,33338,34349,35403,36502,37648,38842,40089,41390,42747,44164,45644,47189,49517,51995,54629,57431,60414,63594,66849,70694,74877,79415,84326,89629,95267,101167,107320,113713,120330,127146,134133,141271,148538,155911,163366,170879,178437,186026,193633,201234,208807,216334,,,403564
Mexico,,,2500000,,4500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6587000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662000,,,,,,,,,,,,,,,,,,,,9219000,9331000,9444000,9558000,9674000,9791000,9910000,10030000,10151000,10274000,10399000,10524000,10652000,10781000,10912000,11044000,11178000,11313000,11450000,11589000,11729000,11904000,12083000,12263000,12447000,12663000,12822000,13014000,13209000,13406000,13607000,13755000,13904000,14055000,14208000,14363000,14519000,14676000,14836000,14997000,15000000,14990000,14980000,14970000,14960000,14950000,14940000,14930000,14920000,14910000,14900000,14895000,15129000,15367000,15609000,15854000,16103000,16356000,16613000,16875000,17175000,17480000,17790000,18115000,18445000,18781000,19040000,19370000,19705000,20047000,20393000,20955000,21532000,22125000,22734000,23724000,24413000,25122000,25852000,26603000,28485180,29296235,30144317,31031279,31959113,32929914,33945886,35015548,36141955,37328466,38578505,39836230,41121485,42434264,43774575,45142399,46537832,47995559,49518803,51110928,52775158,54406901,55984294,57557303,59122839,60678045,62219964,63759976,65295990,66825878,68347479,69969263,71640904,73362881,75080138,76767225,78442430,80122492,81781816,83366836,84913652,86488032,88111030,89749141,91337896,92880353,94398579,95895146,97325063,98616905,99926620,101246961,102479927,103718062,104959594,106202903,107449525,108700891,109955400,,,135172155
Micronesia. Fed. Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16416,,,,,,,,,,,,,,,,,,,,16416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30715,31674,32664,33684,34736,35821,36940,38094,39284,40511,41777,43081,44427,45815,47246,48722,50244,51813,53432,55101,56822,58597,60427,62731,64241,66222,68263,70368,72538,74774,77080,79581,82188,84942,87784,90631,94151,97727,101343,104976,108600,111689,114694,117588,105444,105988,106479,106911,107264,107534,107754,107940,108071,108143,108155,108105,108004,107862,107673,,,94760
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712558,,,,,,,,,,,,,,,,,,,,712558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336432,2422094,2466740,2505504,2565909,2622424,2682168,2758940,2838489,2919316,2998981,3068962,3136438,3204914,3271001,3333549,3394160,3452263,3505944,3549420,3594517,3648754,3703001,3752827,3800643,3846519,3885894,3920281,3947422,3969989,3996278,4026204,4055086,4082711,4113243,4148172,4183283,4216682,4289659,4359496,4397798,4427569,4448083,4459725,4463208,4459595,4450539,4441779,4435827,4432040,4430654,4431570,4434547,4439502,4446455,4455421,4466706,4480560,4496774,,,4811546
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,,,,,,,,,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18125,18156,18188,18220,18252,18284,18552,19081,19624,20183,20757,21348,21841,22047,22255,22465,22677,22891,23142,23450,23752,24063,24371,24651,24885,25128,25406,25687,25971,26260,26551,26846,27160,27497,27837,28181,28530,28883,29241,29604,29972,30159,30345,30529,30710,30887,31058,31223,31384,31540,31693,31842,31987,32130,32270,32409,32543,32671,32796,,,34764
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619000,,,,,,,,,,,,,,,,,,,,619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778555,788937,800663,813728,828075,844046,862063,882134,904296,928632,954652,981849,1010280,1031200,1060600,1090200,1119400,1149500,1181000,1214100,1247600,1283400,1320500,1360100,1402600,1445600,1487150,1528000,1571700,1617200,1662380,1708832,1756032,1805004,1855693,1907701,1960796,2015133,2070723,2159157,2216340,2268325,2312802,2349132,2383109,2420663,2458561,2494803,2530501,2565596,2600835,2637069,2674234,2712315,2751314,2791272,2832224,2874127,2916865,,,3718605
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126582,,,,,,,,,,,,,,,,,,,,126582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395587,405216,413834,419454,425065,431658,437249,442829,448399,454949,461487,468013,474528,480046,486538,491051,496539,501035,505522,510001,514472,519914,527678,534461,542221,549000,554552,560073,565561,571018,560000,560090,562548,565705,558389,560562,564558,569473,574401,578981,583202,590872,621621,635875,653213,670608,683946,692651,701246,720412,732302,726462,720230,713614,706577,699259,691871,684736,678177,672180,666730,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100,,,,,,,,,,7600,,,,,,,,,,8700,,,,,,,,,,10000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,14000,,,,13480,13306,13173,13031,12885,12766,12647,12516,12382,12255,12145,12040,11933,11849,11804,11776,11723,11669,11633,11563,11591,11851,11978,11985,12031,12121,12051,11926,11728,11592,11770,11787,11662,11560,11442,11323,11205,11087,10969,10849,10728,10606,10681,10760,10841,10926,11015,11108,3338,4944,6409,7574,8437,8995,9245,9341,9439,9538,9638,,,11305
Morocco,,,2250000,,1750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9343384,9633621,9939217,10205766,10486500,10781677,11088510,11406350,11734866,12074375,12423434,12736342,13056604,13385360,13722483,14066154,14414636,14770296,15137266,15517155,15909275,16313391,16660670,16998378,17335236,17687376,18042963,18396941,18758283,19125959,19487272,19846221,20198730,20740299,21295943,21857410,22421628,22987397,23554959,24122368,24685960,25244056,25798239,26350819,26900833,27446860,27989535,28529501,29065648,29596788,30122350,30645305,31167783,31689265,32209101,32725847,33241259,33757175,34272968,,,44664487
Mozambique,,,1250000,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250443,6345838,6446316,6552276,6663941,6781616,6906364,7038035,7176661,7321327,7472230,7627642,7788944,7957010,8127242,8301446,8486381,8680909,8883626,9092797,9304375,9539059,9809596,10087915,10370281,10432604,10769649,11127868,11466483,11828029,12102619,12363066,12587223,12772878,12923005,13062589,13142107,12891952,12517962,12474404,12655732,12920197,13160731,13664085,14740072,15697711,16192388,16603334,17003681,17392597,17768457,18129398,18473780,18800908,19111633,19406703,19686505,19951656,20203186,,,24322705
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506000,,,,,,,,,,,,,,,,,,,,3506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932000,,,,,,,,,,,,,,,,,,,,4245000,,,,,,,,,,,,,,,,,,,,7489000,,,,,,,,,,10174000,10490000,10642000,10796000,10953000,11112000,11273000,11437000,11603000,11771000,11942000,12115000,12220000,12326000,12433000,12541000,12650000,12760000,12871000,12893000,13096000,13212000,13351000,13491000,13633000,13776000,13921000,14067000,14215000,14364000,14515000,14667000,14870000,15075000,15283000,15494000,15708000,15925000,16145000,16368000,16594000,16824000,16727000,16908000,17090000,17272000,17454000,17636000,17818000,18000000,19487657,19788012,20092996,20402681,20721139,21048631,21385445,21731844,22088118,22456123,22836232,23228868,23634436,24053395,24485982,24932663,25393924,25870271,26362230,26867423,27386228,27919082,28466390,29226657,29799458,30360478,30936848,31528087,32053297,32664235,33373316,34019441,34680442,35364794,36060228,36740515,37397074,38028578,38603755,39132189,39655394,40155099,40546538,40983821,41577366,42173781,42728314,43247867,43749992,44234615,44702243,45152531,45598081,46030343,46520134,46996558,47382633,47761980,48133102,,,53377325
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229000,,,,,,,,,,,,,,,,,,,,,,,,,362000,,,,463729,474595,485831,497453,509470,521903,534767,548080,561854,576077,590731,605831,621392,637428,653950,670981,688539,706640,725304,744618,764683,792629,821782,851258,882005,915325,950488,977026,997913,1027780,1058021,1074401,1099010,1134107,1169268,1203934,1240171,1278184,1332970,1409105,1471314,1513139,1554253,1597752,1642093,1686700,1731210,1774766,1816763,1858172,1905659,1947326,1972153,1993482,2014026,2030692,2044147,2055080,2063927,,,2018214
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,,,,,,,,,,,,,,,,,,,,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432,3434,3244,3404,3473,3676,3893,4303,4308,4264,4475,4613,4849,4801,4914,5561,6057,6138,6219,6500,6700,6700,6800,6900,7000,7100,7200,7300,7434,7571,7710,7852,7996,8147,8329,8517,8708,8905,9100,9295,9488,9665,9826,10110,10380,10638,10879,11120,11361,11602,11845,12088,12329,12570,12809,13048,13287,13528,13770,,,18971
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3881000,,,,,,,,,,,,,,,,,,,,3881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352000,,,,,,,,,,,,,,,,,,,,4698000,,,,,,,,,,,,,,,,,,,,5192000,,,,,,,,,,5283000,,,,,,,,,,,,,5639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8989915,9085715,9182536,9280389,9379284,9479233,9580247,9682338,9788923,9906107,10034723,10176198,10332057,10500330,10677158,10862394,11057476,11261690,11473118,11692022,11918678,12154648,12412593,12684751,12972880,13278095,13599104,13933198,14280079,14640898,15016477,15402612,15796314,16199649,16613359,17037772,17472236,17917180,18374009,18843260,19325207,19818809,20326209,20845700,21372585,21907276,22450069,23001113,23560320,24127391,24702119,25284463,25873917,26469569,27070666,27676547,28287147,28901790,29519114,,,42839465
Netherlands,,,1500000,,1900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333000,2365000,2400000,2435000,2474000,2514000,2543000,2561000,2585000,2610000,2633000,2653000,2665000,2683000,2707000,2732000,2762000,2791000,2821000,2853000,2886000,2921000,2952000,2981000,3014000,3047000,3069000,3071000,3069000,3076000,3098000,3133000,3167000,3194000,3218000,3235000,3253000,3277000,3294000,3304000,3318000,3340000,3366000,3397000,3431000,3460000,3484000,3510000,3543000,3575000,3610000,3636000,3662000,3670000,3745000,3788000,3832000,3883000,3834000,3986000,4043000,4079000,4130000,4180000,4226000,4276000,4326000,4378000,4432000,4485000,4535000,4585000,4632000,4684000,4743000,4803000,4866000,4935000,5003000,5070000,5142000,5221000,5305000,5389000,5470000,5551000,5632000,5710000,5786000,5862000,5922000,5984000,6068000,6164000,6277000,6395000,6516000,6654000,6752000,6805000,6848000,6921000,7032000,7150000,7264000,7366000,7471000,7576000,7679000,7782000,7884000,7999000,8123000,8237000,8341000,8434000,8516000,8599000,8685000,8782000,8879000,8966000,9042000,9103000,9175000,9262000,9424000,9630000,9800000,9956000,10113527,10264311,10381988,10493184,10615380,10750842,10889351,11026383,11186875,11347639,11486000,11638713,11805689,11965966,12127120,12292000,12454800,12596822,12724680,12873000,13032335,13193776,13329874,13438404,13540584,13653438,13769913,13852989,13936754,14030002,14143901,14246049,14310401,14362381,14420022,14491380,14571875,14665278,14761339,14848907,14951510,15066220,15174244,15274942,15382198,15459054,15527809,15604464,15699259,15801947,15907853,16017445,16122830,16223248,16318199,16407491,16491461,16570613,16645313,,,17672630
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42536,,,,,,,,,,,,,,,,,,,,42536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109641,112935,115318,117751,120236,122772,125362,128007,130708,133466,136282,136679,133959,141865,144450,146841,148637,150529,153117,155768,158355,161491,163778,165204,167205,168549,169591,170574,170743,171297,172534,174179,176526,178902,181168,182923,184328,185666,186689,187630,188788,190140,192002,194496,196793,198914,201239,203533,205785,207987,210134,212226,214258,216226,218126,219958,221736,223472,225168,,,252814
